"","Gamma","Balance","M.Age","M.ISFreq","SD.Age","SD.ISFreq","Energy","M.CG","SD.CG"
"1402","Two",0,0.165803827129862,0.362851818248537,0.0534953693959125,0.109479545433694,0.123452578677948,0.642857142857143,0.412710152927779
"1403","Two",0,0.331607654259723,0.217711090949122,0.0199646987412085,0.165526014027681,0.146249057866443,0.571428571428571,0.474631146549323
"1404","Two",0,0.331607654259723,0.217711090949122,0.0199646987412085,0.165526014027681,0.146249057866443,0.571428571428571,0.474631146549323
"1405","Two",0,0.221071769506482,0.217711090949122,0.013201131977407,0.165526014027681,0.135312905518877,0.571428571428571,0.474631146549323
"1406","Two",0,0.165803827129862,0.362851818248537,0.0534953693959125,0.109479545433694,0.123452578677947,0.642857142857143,0.412710152927779
"1407","Two",0,0.110535884753241,0.0725703636497075,0.261605414285199,0.221945524216474,0.117564732160556,0.607142857142857,0.44629118765199
"1408","Two",0,0.0552679423766206,0.653133272847367,0.248684508803919,0.260310355520566,0.249180667669915,0.607142857142857,0.44629118765199
"1409","Two",0,0.0552679423766206,0.362851818248537,0.316242959914099,0.237554653228759,0.212008024608204,0.571428571428571,0.474631146549323
"1410","Two",0,0.0552679423766206,0.362851818248537,0.0598917450220403,0.109479545433694,0.142341853916164,0.678571428571429,0.372473171834246
"1411","Two",0,0.221071769506482,0.0725703636497075,0.0231029825355207,0.0962821449966235,0.160300958984223,0.571428571428571,0.474631146549323
"1412","Two",0,0.221071769506482,0.362851818248537,0.224126225751083,0.237554653228759,0.178082384812237,0.571428571428571,0.474631146549323
"1413","Two",0,0.331607654259723,0.362851818248537,0.0382706744149354,0.109479545433694,0.154247859436438,0.642857142857143,0.412710152927779
"1414","Two",0,0.331607654259723,0.217711090949122,0.0199646987412085,0.165526014027681,0.146249057866443,0.571428571428571,0.474631146549323
"1415","Two",0,0.165803827129862,0.217711090949122,0.0189234465390304,0.165526014027681,0.125631689341663,0.535714285714286,0.498624481575437
"1416","Two",0,0.331607654259723,0.362851818248537,0.0382706744149354,0.109479545433694,0.154247859436441,0.678571428571429,0.372473171834246
"1417","Two",0,0.221071769506482,0.362851818248537,0.224126225751083,0.237554653228759,0.178082384812237,0.607142857142857,0.44629118765199
"1418","Two",0,0.110535884753241,0.362851818248537,0.22970989096258,0.237554653228759,0.138759494972381,0.607142857142857,0.44629118765199
"1419","Two",0,0.221071769506482,0.217711090949122,0.013201131977407,0.165526014027681,0.135312905518877,0.571428571428571,0.474631146549323
